"{0.6197599628998505, 1.0066889266892916}","{0.9972712286327124, 1.693165013389349}"
"{1.6128645221138327, 0.818109837339119}","{2.4347255336130127, 0.8049685303496535}"
"{1.6128645221138327, 0.818109837339119}","{0.9972712286327124, 1.693165013389349}"
"{1.6128645221138327, 0.818109837339119}","{1.944283031642983, 1.7790285567228112}"
"{2.4347255336130127, 0.8049685303496535}","{3.5587858054931294, 0.8702564127001804}"
"{2.4347255336130127, 0.8049685303496535}","{1.944283031642983, 1.7790285567228112}"
"{2.4347255336130127, 0.8049685303496535}","{2.940341356059519, 1.836422194116421}"
"{3.5587858054931294, 0.8702564127001804}","{4.584340185427999, 0.8371042021098554}"
"{3.5587858054931294, 0.8702564127001804}","{2.940341356059519, 1.836422194116421}"
"{3.5587858054931294, 0.8702564127001804}","{3.856797145294293, 1.6311288510265995}"
"{4.584340185427999, 0.8371042021098554}","{5.465545735035472, 0.8299636498149663}"
"{4.584340185427999, 0.8371042021098554}","{3.856797145294293, 1.6311288510265995}"
"{4.584340185427999, 0.8371042021098554}","{5.058306906076474, 1.8119515083650173}"
"{5.465545735035472, 0.8299636498149663}","{6.479813747843501, 0.7531032685417332}"
"{5.465545735035472, 0.8299636498149663}","{5.058306906076474, 1.8119515083650173}"
"{5.465545735035472, 0.8299636498149663}","{5.9130438284477345, 1.7897457530734284}"
"{6.479813747843501, 0.7531032685417332}","{7.557609040482707, 0.9983821169831624}"
"{6.479813747843501, 0.7531032685417332}","{5.9130438284477345, 1.7897457530734284}"
"{6.479813747843501, 0.7531032685417332}","{6.977143038388197, 1.6728361037498722}"
"{7.557609040482707, 0.9983821169831624}","{8.37722266501847, 0.9609462162470929}"
"{7.557609040482707, 0.9983821169831624}","{6.977143038388197, 1.6728361037498722}"
"{7.557609040482707, 0.9983821169831624}","{7.878310943717816, 1.8211090018649305}"
"{8.37722266501847, 0.9609462162470929}","{9.637018465485609, 0.907995448155925}"
"{8.37722266501847, 0.9609462162470929}","{7.878310943717816, 1.8211090018649305}"
"{8.37722266501847, 0.9609462162470929}","{8.858710375075045, 1.6903776091548877}"
"{9.637018465485609, 0.907995448155925}","{8.858710375075045, 1.6903776091548877}"
"{0.13713899837011445, 1.772663702245991}","{0.9972712286327124, 1.693165013389349}"
"{0.13713899837011445, 1.772663702245991}","{0.43842888424338966, 2.505384575873549}"
"{0.9972712286327124, 1.693165013389349}","{1.944283031642983, 1.7790285567228112}"
"{0.9972712286327124, 1.693165013389349}","{1.574415256179717, 2.613003046103235}"
"{0.9972712286327124, 1.693165013389349}","{0.43842888424338966, 2.505384575873549}"
"{1.944283031642983, 1.7790285567228112}","{2.940341356059519, 1.836422194116421}"
"{1.944283031642983, 1.7790285567228112}","{2.5737992686439397, 2.5953062411666434}"
"{1.944283031642983, 1.7790285567228112}","{1.574415256179717, 2.613003046103235}"
"{2.940341356059519, 1.836422194116421}","{3.856797145294293, 1.6311288510265995}"
"{2.940341356059519, 1.836422194116421}","{3.4978116249684628, 2.606856135379073}"
"{2.940341356059519, 1.836422194116421}","{2.5737992686439397, 2.5953062411666434}"
"{3.856797145294293, 1.6311288510265995}","{5.058306906076474, 1.8119515083650173}"
"{3.856797145294293, 1.6311288510265995}","{4.4548985494501405, 2.602709780744394}"
"{3.856797145294293, 1.6311288510265995}","{3.4978116249684628, 2.606856135379073}"
"{5.058306906076474, 1.8119515083650173}","{5.9130438284477345, 1.7897457530734284}"
"{5.058306906076474, 1.8119515083650173}","{5.452558781110165, 2.5411565660406112}"
"{5.058306906076474, 1.8119515083650173}","{4.4548985494501405, 2.602709780744394}"
"{5.9130438284477345, 1.7897457530734284}","{6.977143038388197, 1.6728361037498722}"
"{5.9130438284477345, 1.7897457530734284}","{6.484487748401381, 2.582766713668465}"
"{5.9130438284477345, 1.7897457530734284}","{5.452558781110165, 2.5411565660406112}"
"{6.977143038388197, 1.6728361037498722}","{7.878310943717816, 1.8211090018649305}"
"{6.977143038388197, 1.6728361037498722}","{7.403148336280427, 2.585044726631182}"
"{6.977143038388197, 1.6728361037498722}","{6.484487748401381, 2.582766713668465}"
"{7.878310943717816, 1.8211090018649305}","{8.858710375075045, 1.6903776091548877}"
"{7.878310943717816, 1.8211090018649305}","{8.596234416483773, 2.5079114195113537}"
"{7.878310943717816, 1.8211090018649305}","{7.403148336280427, 2.585044726631182}"
"{8.858710375075045, 1.6903776091548877}","{9.558456437198117, 2.4775175315325355}"
"{8.858710375075045, 1.6903776091548877}","{8.596234416483773, 2.5079114195113537}"
"{0.43842888424338966, 2.505384575873549}","{1.574415256179717, 2.613003046103235}"
"{0.43842888424338966, 2.505384575873549}","{0.014250692488174364, 3.6104091380145915}"
"{0.43842888424338966, 2.505384575873549}","{0.955711541114764, 3.4613143304354903}"
"{1.574415256179717, 2.613003046103235}","{2.5737992686439397, 2.5953062411666434}"
"{1.574415256179717, 2.613003046103235}","{0.955711541114764, 3.4613143304354903}"
"{1.574415256179717, 2.613003046103235}","{1.983274961727885, 3.3824921954149834}"
"{2.5737992686439397, 2.5953062411666434}","{3.4978116249684628, 2.606856135379073}"
"{2.5737992686439397, 2.5953062411666434}","{1.983274961727885, 3.3824921954149834}"
"{2.5737992686439397, 2.5953062411666434}","{2.9102798788791793, 3.5632246141536834}"
"{3.4978116249684628, 2.606856135379073}","{4.4548985494501405, 2.602709780744394}"
"{3.4978116249684628, 2.606856135379073}","{2.9102798788791793, 3.5632246141536834}"
"{3.4978116249684628, 2.606856135379073}","{4.0801274970127634, 3.4895032906730443}"
"{4.4548985494501405, 2.602709780744394}","{5.452558781110165, 2.5411565660406112}"
"{4.4548985494501405, 2.602709780744394}","{4.0801274970127634, 3.4895032906730443}"
"{4.4548985494501405, 2.602709780744394}","{5.003834748550188, 3.461354074838265}"
"{5.452558781110165, 2.5411565660406112}","{6.484487748401381, 2.582766713668465}"
"{5.452558781110165, 2.5411565660406112}","{5.003834748550188, 3.461354074838265}"
"{5.452558781110165, 2.5411565660406112}","{6.072371382452763, 3.517980402478506}"
"{6.484487748401381, 2.582766713668465}","{7.403148336280427, 2.585044726631182}"
"{6.484487748401381, 2.582766713668465}","{6.072371382452763, 3.517980402478506}"
"{6.484487748401381, 2.582766713668465}","{7.107381870301776, 3.4641708011777173}"
"{7.403148336280427, 2.585044726631182}","{8.596234416483773, 2.5079114195113537}"
"{7.403148336280427, 2.585044726631182}","{7.107381870301776, 3.4641708011777173}"
"{7.403148336280427, 2.585044726631182}","{8.082783255933334, 3.4320326954170666}"
"{8.596234416483773, 2.5079114195113537}","{9.558456437198117, 2.4775175315325355}"
"{8.596234416483773, 2.5079114195113537}","{8.082783255933334, 3.4320326954170666}"
"{8.596234416483773, 2.5079114195113537}","{8.89962604123414, 3.5063697202018096}"
"{9.558456437198117, 2.4775175315325355}","{8.89962604123414, 3.5063697202018096}"
"{0.014250692488174364, 3.6104091380145915}","{0.955711541114764, 3.4613143304354903}"
"{0.014250692488174364, 3.6104091380145915}","{0.36357445332932226, 4.331345583428269}"
"{0.955711541114764, 3.4613143304354903}","{1.983274961727885, 3.3824921954149834}"
"{0.955711541114764, 3.4613143304354903}","{1.5496166744878281, 4.414443646134103}"
"{0.955711541114764, 3.4613143304354903}","{0.36357445332932226, 4.331345583428269}"
"{1.983274961727885, 3.3824921954149834}","{2.9102798788791793, 3.5632246141536834}"
"{1.983274961727885, 3.3824921954149834}","{2.372438334008097, 4.322032280543601}"
"{1.983274961727885, 3.3824921954149834}","{1.5496166744878281, 4.414443646134103}"
"{2.9102798788791793, 3.5632246141536834}","{4.0801274970127634, 3.4895032906730443}"
"{2.9102798788791793, 3.5632246141536834}","{3.5338993344507243, 4.454481740029406}"
"{2.9102798788791793, 3.5632246141536834}","{2.372438334008097, 4.322032280543601}"
"{4.0801274970127634, 3.4895032906730443}","{5.003834748550188, 3.461354074838265}"
"{4.0801274970127634, 3.4895032906730443}","{4.4313810987676, 4.44266643292001}"
"{4.0801274970127634, 3.4895032906730443}","{3.5338993344507243, 4.454481740029406}"
"{5.003834748550188, 3.461354074838265}","{6.072371382452763, 3.517980402478506}"
"{5.003834748550188, 3.461354074838265}","{5.482626930576325, 4.386405702034768}"
"{5.003834748550188, 3.461354074838265}","{4.4313810987676, 4.44266643292001}"
"{6.072371382452763, 3.517980402478506}","{7.107381870301776, 3.4641708011777173}"
"{6.072371382452763, 3.517980402478506}","{6.464029313131414, 4.420845548844547}"
"{6.072371382452763, 3.517980402478506}","{5.482626930576325, 4.386405702034768}"
"{7.107381870301776, 3.4641708011777173}","{8.082783255933334, 3.4320326954170666}"
"{7.107381870301776, 3.4641708011777173}","{7.509978134937248, 4.417909794750918}"
"{7.107381870301776, 3.4641708011777173}","{6.464029313131414, 4.420845548844547}"
"{8.082783255933334, 3.4320326954170666}","{8.89962604123414, 3.5063697202018096}"
"{8.082783255933334, 3.4320326954170666}","{8.489993376519292, 4.3142177518878615}"
"{8.082783255933334, 3.4320326954170666}","{7.509978134937248, 4.417909794750918}"
"{8.89962604123414, 3.5063697202018096}","{9.45474834689764, 4.346076514770081}"
"{8.89962604123414, 3.5063697202018096}","{8.489993376519292, 4.3142177518878615}"
"{0.36357445332932226, 4.331345583428269}","{1.5496166744878281, 4.414443646134103}"
"{0.36357445332932226, 4.331345583428269}","{0.14207360157617363, 5.337824387265293}"
"{0.36357445332932226, 4.331345583428269}","{0.8635205231121181, 5.228925765266722}"
"{1.5496166744878281, 4.414443646134103}","{2.372438334008097, 4.322032280543601}"
"{1.5496166744878281, 4.414443646134103}","{0.8635205231121181, 5.228925765266722}"
"{1.5496166744878281, 4.414443646134103}","{2.1066029664311645, 5.152981192437608}"
"{2.372438334008097, 4.322032280543601}","{3.5338993344507243, 4.454481740029406}"
"{2.372438334008097, 4.322032280543601}","{2.1066029664311645, 5.152981192437608}"
"{2.372438334008097, 4.322032280543601}","{2.9420093437880444, 5.073176414438454}"
"{3.5338993344507243, 4.454481740029406}","{4.4313810987676, 4.44266643292001}"
"{3.5338993344507243, 4.454481740029406}","{2.9420093437880444, 5.073176414438454}"
"{3.5338993344507243, 4.454481740029406}","{3.9437030697467073, 5.288627510591293}"
"{4.4313810987676, 4.44266643292001}","{5.482626930576325, 4.386405702034768}"
"{4.4313810987676, 4.44266643292001}","{3.9437030697467073, 5.288627510591293}"
"{4.4313810987676, 4.44266643292001}","{4.951069183296664, 5.27530011082383}"
"{5.482626930576325, 4.386405702034768}","{6.464029313131414, 4.420845548844547}"
"{5.482626930576325, 4.386405702034768}","{4.951069183296664, 5.27530011082383}"
"{5.482626930576325, 4.386405702034768}","{6.144167347729512, 5.073480715316117}"
"{6.464029313131414, 4.420845548844547}","{7.509978134937248, 4.417909794750918}"
"{6.464029313131414, 4.420845548844547}","{6.144167347729512, 5.073480715316117}"
"{6.464029313131414, 4.420845548844547}","{7.1284875299433335, 5.293576291431755}"
"{7.509978134937248, 4.417909794750918}","{8.489993376519292, 4.3142177518878615}"
"{7.509978134937248, 4.417909794750918}","{7.1284875299433335, 5.293576291431755}"
"{7.509978134937248, 4.417909794750918}","{8.070050926836462, 5.286623232735603}"
"{8.489993376519292, 4.3142177518878615}","{9.45474834689764, 4.346076514770081}"
"{8.489993376519292, 4.3142177518878615}","{8.070050926836462, 5.286623232735603}"
"{8.489993376519292, 4.3142177518878615}","{9.119672687093649, 5.166012365620735}"
"{9.45474834689764, 4.346076514770081}","{9.119672687093649, 5.166012365620735}"
"{0.14207360157617363, 5.337824387265293}","{0.8635205231121181, 5.228925765266722}"
"{0.14207360157617363, 5.337824387265293}","{0.6440919045488412, 5.966323316186127}"
"{0.8635205231121181, 5.228925765266722}","{2.1066029664311645, 5.152981192437608}"
"{0.8635205231121181, 5.228925765266722}","{1.4997691174474808, 6.124716513083515}"
"{0.8635205231121181, 5.228925765266722}","{0.6440919045488412, 5.966323316186127}"
"{2.1066029664311645, 5.152981192437608}","{2.9420093437880444, 5.073176414438454}"
"{2.1066029664311645, 5.152981192437608}","{2.3722268815615957, 6.192185539998956}"
"{2.1066029664311645, 5.152981192437608}","{1.4997691174474808, 6.124716513083515}"
"{2.9420093437880444, 5.073176414438454}","{3.9437030697467073, 5.288627510591293}"
"{2.9420093437880444, 5.073176414438454}","{3.510170858294112, 5.937935759247045}"
"{2.9420093437880444, 5.073176414438454}","{2.3722268815615957, 6.192185539998956}"
"{3.9437030697467073, 5.288627510591293}","{4.951069183296664, 5.27530011082383}"
"{3.9437030697467073, 5.288627510591293}","{4.442487377792822, 6.104167792884081}"
"{3.9437030697467073, 5.288627510591293}","{3.510170858294112, 5.937935759247045}"
"{4.951069183296664, 5.27530011082383}","{6.144167347729512, 5.073480715316117}"
"{4.951069183296664, 5.27530011082383}","{5.644328113546945, 6.072777328703419}"
"{4.951069183296664, 5.27530011082383}","{4.442487377792822, 6.104167792884081}"
"{6.144167347729512, 5.073480715316117}","{7.1284875299433335, 5.293576291431755}"
"{6.144167347729512, 5.073480715316117}","{6.511588693183047, 6.044222163500675}"
"{6.144167347729512, 5.073480715316117}","{5.644328113546945, 6.072777328703419}"
"{7.1284875299433335, 5.293576291431755}","{8.070050926836462, 5.286623232735603}"
"{7.1284875299433335, 5.293576291431755}","{7.5123730900676735, 6.043286480467525}"
"{7.1284875299433335, 5.293576291431755}","{6.511588693183047, 6.044222163500675}"
"{8.070050926836462, 5.286623232735603}","{9.119672687093649, 5.166012365620735}"
"{8.070050926836462, 5.286623232735603}","{8.474730557473546, 6.08778430182607}"
"{8.070050926836462, 5.286623232735603}","{7.5123730900676735, 6.043286480467525}"
"{9.119672687093649, 5.166012365620735}","{9.614644758288822, 6.040397328086553}"
"{9.119672687093649, 5.166012365620735}","{8.474730557473546, 6.08778430182607}"
"{0.6440919045488412, 5.966323316186127}","{1.4997691174474808, 6.124716513083515}"
"{0.6440919045488412, 5.966323316186127}","{-0.0509831734003177, 6.887517240314081}"
"{0.6440919045488412, 5.966323316186127}","{1.0915161284080352, 6.84318941518778}"
"{1.4997691174474808, 6.124716513083515}","{2.3722268815615957, 6.192185539998956}"
"{1.4997691174474808, 6.124716513083515}","{1.0915161284080352, 6.84318941518778}"
"{1.4997691174474808, 6.124716513083515}","{2.1150252287876885, 6.794645644993534}"
"{2.3722268815615957, 6.192185539998956}","{3.510170858294112, 5.937935759247045}"
"{2.3722268815615957, 6.192185539998956}","{2.1150252287876885, 6.794645644993534}"
"{2.3722268815615957, 6.192185539998956}","{2.8641064087597417, 6.922211559693218}"
"{3.510170858294112, 5.937935759247045}","{4.442487377792822, 6.104167792884081}"
"{3.510170858294112, 5.937935759247045}","{2.8641064087597417, 6.922211559693218}"
"{3.510170858294112, 5.937935759247045}","{4.112705138203811, 7.025951100332665}"
"{4.442487377792822, 6.104167792884081}","{5.644328113546945, 6.072777328703419}"
"{4.442487377792822, 6.104167792884081}","{4.112705138203811, 7.025951100332665}"
"{4.442487377792822, 6.104167792884081}","{4.861490332558271, 6.799715298800886}"
"{5.644328113546945, 6.072777328703419}","{6.511588693183047, 6.044222163500675}"
"{5.644328113546945, 6.072777328703419}","{4.861490332558271, 6.799715298800886}"
"{5.644328113546945, 6.072777328703419}","{6.030865023066162, 6.823711423094306}"
"{6.511588693183047, 6.044222163500675}","{7.5123730900676735, 6.043286480467525}"
"{6.511588693183047, 6.044222163500675}","{6.030865023066162, 6.823711423094306}"
"{6.511588693183047, 6.044222163500675}","{6.870760382510549, 6.877363029122347}"
"{7.5123730900676735, 6.043286480467525}","{8.474730557473546, 6.08778430182607}"
"{7.5123730900676735, 6.043286480467525}","{6.870760382510549, 6.877363029122347}"
"{7.5123730900676735, 6.043286480467525}","{7.859329315857058, 6.989440794740466}"
"{8.474730557473546, 6.08778430182607}","{9.614644758288822, 6.040397328086553}"
"{8.474730557473546, 6.08778430182607}","{7.859329315857058, 6.989440794740466}"
"{8.474730557473546, 6.08778430182607}","{9.083023263696795, 6.8217822039830605}"
"{9.614644758288822, 6.040397328086553}","{9.083023263696795, 6.8217822039830605}"
"{-0.0509831734003177, 6.887517240314081}","{1.0915161284080352, 6.84318941518778}"
"{-0.0509831734003177, 6.887517240314081}","{0.5515758391694365, 7.685762064389301}"
"{1.0915161284080352, 6.84318941518778}","{2.1150252287876885, 6.794645644993534}"
"{1.0915161284080352, 6.84318941518778}","{1.5801024481905308, 7.7937414231086075}"
"{1.0915161284080352, 6.84318941518778}","{0.5515758391694365, 7.685762064389301}"
"{2.1150252287876885, 6.794645644993534}","{2.8641064087597417, 6.922211559693218}"
"{2.1150252287876885, 6.794645644993534}","{2.3651885661118666, 7.664172290701406}"
"{2.1150252287876885, 6.794645644993534}","{1.5801024481905308, 7.7937414231086075}"
"{2.8641064087597417, 6.922211559693218}","{4.112705138203811, 7.025951100332665}"
"{2.8641064087597417, 6.922211559693218}","{3.578693937104137, 7.756436417631122}"
"{2.8641064087597417, 6.922211559693218}","{2.3651885661118666, 7.664172290701406}"
"{4.112705138203811, 7.025951100332665}","{4.861490332558271, 6.799715298800886}"
"{4.112705138203811, 7.025951100332665}","{4.579587060612483, 7.65233594523957}"
"{4.112705138203811, 7.025951100332665}","{3.578693937104137, 7.756436417631122}"
"{4.861490332558271, 6.799715298800886}","{6.030865023066162, 6.823711423094306}"
"{4.861490332558271, 6.799715298800886}","{5.64420112874108, 7.722326894966175}"
"{4.861490332558271, 6.799715298800886}","{4.579587060612483, 7.65233594523957}"
"{6.030865023066162, 6.823711423094306}","{6.870760382510549, 6.877363029122347}"
"{6.030865023066162, 6.823711423094306}","{6.561617148650937, 7.735144943133629}"
"{6.030865023066162, 6.823711423094306}","{5.64420112874108, 7.722326894966175}"
"{6.870760382510549, 6.877363029122347}","{7.859329315857058, 6.989440794740466}"
"{6.870760382510549, 6.877363029122347}","{7.5476702217056655, 7.759270071061106}"
"{6.870760382510549, 6.877363029122347}","{6.561617148650937, 7.735144943133629}"
"{7.859329315857058, 6.989440794740466}","{9.083023263696795, 6.8217822039830605}"
"{7.859329315857058, 6.989440794740466}","{8.572454946824474, 7.703119164060303}"
"{7.859329315857058, 6.989440794740466}","{7.5476702217056655, 7.759270071061106}"
"{9.083023263696795, 6.8217822039830605}","{9.357238658817208, 7.6966434266205255}"
"{9.083023263696795, 6.8217822039830605}","{8.572454946824474, 7.703119164060303}"
"{0.5515758391694365, 7.685762064389301}","{1.5801024481905308, 7.7937414231086075}"
"{1.5801024481905308, 7.7937414231086075}","{2.3651885661118666, 7.664172290701406}"
"{2.3651885661118666, 7.664172290701406}","{3.578693937104137, 7.756436417631122}"
"{3.578693937104137, 7.756436417631122}","{4.579587060612483, 7.65233594523957}"
"{4.579587060612483, 7.65233594523957}","{5.64420112874108, 7.722326894966175}"
"{5.64420112874108, 7.722326894966175}","{6.561617148650937, 7.735144943133629}"
"{6.561617148650937, 7.735144943133629}","{7.5476702217056655, 7.759270071061106}"
"{7.5476702217056655, 7.759270071061106}","{8.572454946824474, 7.703119164060303}"
"{8.572454946824474, 7.703119164060303}","{9.357238658817208, 7.6966434266205255}"
